wine_type,citric acid,fixed acidity,volatile acidity,residual sugar,chlorides,sulphates,free sulfur dioxide,total sulfur dioxide,density,pH,alcohol,quality,quality_label
white wine,0.45,6.2,0.55,12.0,0.049,0.5,27.0,186.0,0.9974,3.17,9.3,6,medium quality
white wine,0.56,10.7,0.22,8.2,0.044000000000000004,0.68,37.0,181.0,0.998,2.87,9.5,6,medium quality
red wine,0.55,8.1,0.67,1.8,0.11699999999999999,0.62,32.0,141.0,0.9968,3.17,9.4,5,low quality
white wine,0.28,6.6,0.39,9.2,0.036000000000000004,0.35,10.0,92.0,0.99206,3.07,12.1,6,medium quality
white wine,0.3,7.4,0.18,10.4,0.045,0.57,44.0,174.0,0.9966,3.11,9.7,6,medium quality
white wine,0.23,5.3,0.32,9.65,0.026000000000000002,0.53,26.0,119.0,0.9916799999999999,3.18,12.2,6,medium quality
white wine,0.37,7.9,0.44,5.85,0.033,0.54,27.0,93.0,0.992,3.16,12.6,7,medium quality
white wine,0.5,5.6,0.26,11.4,0.028999999999999998,0.49,25.0,93.0,0.9942799999999999,3.23,10.5,6,medium quality
white wine,0.35,5.4,0.22,6.5,0.028999999999999998,0.44,26.0,87.0,0.99092,3.29,12.5,7,medium quality
white wine,0.16,5.8,0.34,7.0,0.037000000000000005,0.45,26.0,116.0,0.9949,3.46,10.0,7,medium quality
white wine,0.32,6.3,0.19,2.8,0.046,0.47,18.0,80.0,0.9904299999999999,2.92,11.05,6,medium quality
white wine,0.27,7.1,0.27,10.4,0.040999999999999995,0.52,26.0,114.0,0.99335,3.04,11.5,7,medium quality
red wine,0.04,7.7,0.66,1.6,0.039,0.47,4.0,9.0,0.9962,3.4,9.4,5,low quality
white wine,0.25,7.1,0.33,1.6,0.03,0.34,25.0,126.0,0.9901,3.22,12.1,7,medium quality
red wine,0.22,8.6,0.53,2.0,0.1,0.56,7.0,27.0,0.9967,3.2,10.2,6,medium quality
white wine,0.29,9.4,0.24,8.5,0.037000000000000005,0.38,124.0,208.0,0.99395,2.9,11.0,3,low quality
red wine,0.47,9.7,0.31,1.6,0.062,0.66,13.0,33.0,0.9983,3.27,10.0,6,medium quality
red wine,0.48,7.8,0.63,1.7,0.1,0.62,14.0,96.0,0.9961,3.19,9.5,5,low quality
white wine,0.45,7.9,0.22,14.2,0.038,0.46,53.0,141.0,0.9992,3.03,9.2,6,medium quality
white wine,0.4,7.1,0.14,1.2,0.051,0.96,55.0,136.0,0.9932,3.3,9.8,7,medium quality
white wine,0.19,6.4,0.37,3.5,0.068,0.38,18.0,101.0,0.9934,3.03,9.0,6,medium quality
white wine,0.35,8.0,0.23,9.2,0.044000000000000004,0.56,53.0,186.0,0.997,3.09,9.5,7,medium quality
white wine,0.28,6.4,0.2,2.5,0.032,0.55,24.0,84.0,0.9916799999999999,3.31,11.5,5,low quality
red wine,0.22,8.7,0.765,2.3,0.064,0.55,9.0,42.0,0.9963,3.1,9.4,5,low quality
white wine,0.3,6.7,0.34,15.6,0.054000000000000006,0.49,51.0,196.0,0.9982,3.19,9.3,5,low quality
white wine,0.3,5.3,0.33,1.2,0.048,0.62,25.0,119.0,0.99045,3.32,11.3,6,medium quality
white wine,0.4,6.6,0.33,2.65,0.040999999999999995,0.39,35.0,86.0,0.98916,3.11,13.3,7,medium quality
white wine,0.42,6.0,0.45,1.1,0.051,0.4,61.0,197.0,0.9932,3.02,9.0,5,low quality
red wine,0.0,6.8,0.77,1.8,0.066,0.68,34.0,52.0,0.9976,3.62,9.9,5,low quality
red wine,0.49,8.2,0.42,2.6,0.084,0.75,32.0,55.0,0.9988,3.34,8.7,6,medium quality
white wine,0.38,6.6,0.21,2.2,0.026000000000000002,0.4,40.0,104.0,0.9914,3.25,11.1,8,high quality
white wine,0.33,6.4,0.25,1.7,0.037000000000000005,0.66,35.0,113.0,0.99164,3.23,10.6,6,medium quality
white wine,0.22,6.3,0.24,11.9,0.05,0.58,65.0,179.0,0.99659,3.06,9.3,6,medium quality
white wine,0.33,6.5,0.37,3.9,0.027000000000000003,0.39,40.0,130.0,0.9906,3.28,12.7,7,medium quality
red wine,0.28,7.1,0.34,2.0,0.08199999999999999,0.48,31.0,68.0,0.9969399999999999,3.45,9.4,5,low quality
white wine,0.37,7.3,0.23,1.8,0.032,0.35,60.0,156.0,0.992,3.11,11.1,6,medium quality
white wine,0.31,6.8,0.39,14.35,0.043,0.54,28.0,162.0,0.9988,3.17,9.1,5,low quality
white wine,0.34,6.0,0.21,2.0,0.042,0.42,63.0,123.0,0.9905200000000001,3.44,11.4,6,medium quality
red wine,0.32,7.0,0.4,3.6,0.061,0.49,9.0,29.0,0.99416,3.28,11.3,7,medium quality
red wine,0.49,9.0,0.53,1.9,0.171,0.61,6.0,25.0,0.9975,3.27,9.4,6,medium quality
white wine,0.29,7.4,0.25,6.8,0.02,0.29,31.0,113.0,0.9933799999999999,3.13,10.8,6,medium quality
white wine,0.24,6.6,0.23,3.9,0.045,0.64,36.0,138.0,0.9922,3.15,11.3,7,medium quality
red wine,0.49,12.6,0.39,2.5,0.08,0.82,8.0,20.0,0.9992,3.07,10.3,6,medium quality
white wine,0.2,6.3,0.36,2.0,0.048,0.51,48.0,191.0,0.9929,3.17,9.6,5,low quality
red wine,0.53,8.0,0.33,2.5,0.091,0.8,18.0,80.0,0.9976,3.37,9.6,6,medium quality
white wine,0.38,7.9,0.22,8.0,0.043,0.32,46.0,152.0,0.9934,3.12,11.5,7,medium quality
white wine,0.25,6.7,0.18,14.3,0.048,0.37,79.0,149.0,0.9975,3.12,9.7,5,low quality
red wine,0.6,10.6,0.36,2.2,0.152,1.06,7.0,18.0,0.9986,3.04,9.4,5,low quality
white wine,0.38,7.5,0.305,1.4,0.047,0.52,30.0,95.0,0.9915799999999999,3.22,11.5,7,medium quality
white wine,0.31,7.2,0.2,10.0,0.054000000000000006,0.42,49.0,165.0,0.997,3.4,9.9,6,medium quality
white wine,0.21,6.6,0.54,16.3,0.055,0.54,41.0,182.0,0.9986,3.35,10.4,6,medium quality
white wine,0.36,7.0,0.24,2.8,0.034,0.38,22.0,112.0,0.99,3.19,12.6,8,high quality
white wine,0.27,5.4,0.45,6.4,0.033,0.27,20.0,102.0,0.98944,3.22,13.4,8,high quality
red wine,0.12,6.8,0.63,3.8,0.099,0.61,16.0,126.0,0.9969,3.28,9.5,5,low quality
white wine,0.47,6.8,0.37,11.2,0.071,0.88,44.0,136.0,0.9968,2.98,9.2,5,low quality
white wine,0.32,7.0,0.36,10.5,0.045,0.33,35.0,135.0,0.9935,3.09,11.6,8,high quality
white wine,0.33,6.9,0.31,12.7,0.038,0.65,33.0,116.0,0.9954,3.04,10.4,6,medium quality
white wine,0.34,7.6,0.13,9.3,0.062,0.39,40.0,126.0,0.9966,3.21,9.6,5,low quality
white wine,0.28,8.6,0.18,0.8,0.032,0.38,25.0,78.0,0.9910399999999999,2.99,11.1,5,low quality
red wine,0.26,9.5,0.86,1.9,0.079,0.62,13.0,28.0,0.9971200000000001,3.25,10.0,5,low quality
white wine,0.37,5.6,0.35,1.0,0.038,0.34,6.0,72.0,0.9902,3.37,11.4,5,low quality
white wine,0.34,7.8,0.15,1.1,0.035,0.72,31.0,93.0,0.9909600000000001,3.07,11.3,7,medium quality
white wine,0.24,6.8,0.18,9.8,0.057999999999999996,0.51,64.0,188.0,0.9952,3.13,10.6,6,medium quality
white wine,0.45,6.5,0.32,7.7,0.022000000000000002,0.7,31.0,97.0,0.99134,3.2,12.7,7,medium quality
red wine,0.49,10.5,0.59,2.1,0.07,0.56,14.0,47.0,0.9991,3.3,9.6,4,low quality
red wine,0.32,8.5,0.37,1.8,0.066,0.72,26.0,51.0,0.99456,3.38,11.8,6,medium quality
white wine,0.3,5.1,0.31,0.9,0.037000000000000005,0.56,28.0,152.0,0.992,3.54,10.1,6,medium quality
white wine,0.79,7.5,0.27,11.95,0.04,0.44,51.0,159.0,0.99839,2.98,8.7,5,low quality
white wine,0.37,7.9,0.41,4.5,0.03,0.54,40.0,114.0,0.992,3.17,12.4,7,medium quality
red wine,0.42,9.6,0.54,2.4,0.081,0.71,25.0,52.0,0.997,3.2,11.4,6,medium quality
white wine,0.32,6.5,0.33,1.0,0.040999999999999995,0.37,39.0,120.0,0.9900399999999999,3.06,12.2,6,medium quality
white wine,0.42,6.0,0.26,5.2,0.027000000000000003,0.4,70.0,178.0,0.9914,3.4,12.3,8,high quality
white wine,0.44,6.6,0.14,1.6,0.042,0.51,47.0,140.0,0.993,3.32,10.2,6,medium quality
white wine,0.56,7.1,0.36,1.3,0.046,0.33,25.0,102.0,0.9923,3.24,10.5,6,medium quality
white wine,0.33,8.0,0.24,1.2,0.044000000000000004,0.43,28.0,101.0,0.99035,3.03,12.5,6,medium quality
red wine,0.58,10.9,0.37,4.0,0.071,0.78,17.0,65.0,0.99935,3.22,10.1,5,low quality
white wine,0.24,6.3,0.2,1.7,0.052000000000000005,0.66,36.0,135.0,0.99374,3.8,10.8,6,medium quality
white wine,0.3,5.6,0.18,10.2,0.027999999999999997,0.42,28.0,131.0,0.9954,3.49,10.8,7,medium quality
white wine,0.37,6.8,0.22,15.2,0.051,0.85,68.0,178.0,0.99935,3.4,9.3,6,medium quality
red wine,0.09,7.0,0.54,2.0,0.081,0.59,10.0,16.0,0.99479,3.43,11.5,6,medium quality
white wine,0.21,5.8,0.12,1.3,0.055999999999999994,0.33,35.0,121.0,0.9908,3.32,11.4,6,medium quality
red wine,0.3,10.8,0.89,2.6,0.132,1.18,7.0,60.0,0.9978600000000001,2.99,10.2,5,low quality
white wine,0.51,6.5,0.21,17.6,0.045,0.47,34.0,125.0,0.99966,3.2,8.8,6,medium quality
white wine,0.4,8.5,0.2,1.1,0.046,0.35,31.0,106.0,0.9919399999999999,3.0,10.5,4,low quality
white wine,0.29,6.8,0.22,8.9,0.046,0.44,82.0,188.0,0.9955,3.3,10.3,6,medium quality
white wine,0.2,5.3,0.3,1.1,0.077,0.54,48.0,166.0,0.9944,3.3,8.7,4,low quality
white wine,0.4,8.4,0.28,8.9,0.048,0.46,33.0,146.0,0.9988,3.4,9.3,5,low quality
white wine,0.31,7.1,0.25,2.3,0.05,0.51,32.0,156.0,0.9914,3.14,11.4,6,medium quality
red wine,0.08,6.7,0.7,3.75,0.067,0.52,8.0,16.0,0.99334,3.43,12.6,5,low quality
red wine,0.42,8.3,0.33,2.3,0.07,0.77,9.0,20.0,0.99426,3.38,12.7,7,medium quality
red wine,0.46,10.4,0.38,2.1,0.10400000000000001,0.65,6.0,10.0,0.99664,3.12,11.8,7,medium quality
white wine,0.3,8.6,0.31,0.9,0.045,0.39,16.0,109.0,0.99249,2.95,10.1,5,low quality
white wine,0.4,5.0,0.2,1.9,0.015,0.55,20.0,98.0,0.9897,3.37,12.05,6,medium quality
white wine,0.38,7.0,0.15,2.2,0.047,0.39,33.0,96.0,0.9928,3.13,10.4,8,high quality
red wine,0.02,6.9,0.63,1.9,0.078,0.75,18.0,30.0,0.9971200000000001,3.4,9.8,5,low quality
red wine,0.31,7.6,0.39,2.3,0.08199999999999999,0.65,23.0,71.0,0.9982,3.52,9.7,5,low quality
white wine,0.31,6.6,0.25,12.4,0.059000000000000004,0.47,52.0,181.0,0.9984,3.51,9.8,6,medium quality
red wine,0.05,7.2,0.725,4.65,0.086,0.39,4.0,11.0,0.9962,3.41,10.9,5,low quality
white wine,0.17,6.1,0.2,1.6,0.048,0.43,46.0,129.0,0.991,3.3,11.4,6,medium quality
red wine,0.19,8.9,0.62,3.9,0.17,0.93,51.0,148.0,0.9986,3.17,9.2,5,low quality
white wine,0.24,6.6,0.33,16.05,0.045,0.52,31.0,147.0,0.9982200000000001,3.08,9.2,5,low quality
white wine,0.3,6.6,0.3,4.8,0.17,0.47,60.0,166.0,0.9946,3.18,9.4,5,low quality
white wine,0.38,6.0,0.21,0.8,0.02,0.32,22.0,98.0,0.98941,3.26,11.8,6,medium quality
white wine,0.74,7.9,0.16,17.85,0.037000000000000005,0.41,52.0,187.0,0.9998,2.99,9.3,5,low quality
red wine,0.46,9.1,0.28,9.0,0.114,0.6,3.0,9.0,0.9990100000000001,3.18,10.9,6,medium quality
white wine,0.0,5.8,0.54,1.4,0.033,0.35,40.0,107.0,0.98918,3.26,12.4,5,low quality
red wine,0.34,7.4,0.36,1.8,0.075,0.88,18.0,38.0,0.9933,3.38,13.6,7,medium quality
white wine,0.44,6.4,0.34,8.2,0.043,0.48,54.0,201.0,0.99551,3.18,9.5,5,low quality
white wine,0.3,5.9,0.3,2.0,0.03,0.41,38.0,142.0,0.98892,3.41,12.9,7,medium quality
white wine,0.38,6.1,0.22,2.8,0.14400000000000002,0.64,12.0,65.0,0.9908,2.95,11.4,6,medium quality
white wine,0.74,7.9,0.14,1.2,0.027999999999999997,0.82,30.0,165.0,0.991,3.08,12.3,6,medium quality
white wine,0.32,7.1,0.21,2.2,0.037000000000000005,0.57,28.0,141.0,0.993,3.2,10.0,7,medium quality
white wine,0.28,6.3,0.29,4.7,0.059000000000000004,0.56,28.0,81.0,0.99036,3.24,12.7,8,high quality
white wine,0.49,8.5,0.15,1.5,0.031,0.4,17.0,122.0,0.9932,3.03,10.3,6,medium quality
white wine,0.37,7.5,0.35,2.5,0.066,0.42,29.0,89.0,0.98964,3.14,12.7,6,medium quality
white wine,0.26,6.5,0.29,7.0,0.04,0.38,18.0,113.0,0.99366,3.17,10.2,6,medium quality
white wine,0.36,7.9,0.18,5.9,0.057999999999999996,0.52,31.0,132.0,0.995,3.25,10.9,6,medium quality
white wine,0.34,6.9,0.2,1.9,0.043,0.6,25.0,136.0,0.9935,3.31,10.1,4,low quality
red wine,0.25,6.1,0.32,1.8,0.086,0.44,5.0,32.0,0.99464,3.36,10.1,5,low quality
white wine,0.27,6.4,0.24,1.5,0.04,0.3,35.0,105.0,0.9891399999999999,3.13,12.4,6,medium quality
white wine,0.48,8.2,0.4,13.7,0.042,0.52,59.0,169.0,0.9986,3.1,9.4,5,low quality
white wine,0.29,7.1,0.13,15.5,0.064,0.41,56.0,115.5,0.9973700000000001,3.16,9.7,7,medium quality
white wine,0.34,5.0,0.24,1.1,0.034,0.32,49.0,158.0,0.98774,3.32,13.1,7,medium quality
white wine,0.42,5.8,0.4,4.4,0.047,0.57,38.5,245.0,0.9937,3.25,9.6,6,medium quality
white wine,0.3,5.7,0.135,4.6,0.042,0.42,19.0,101.0,0.9946,3.31,9.3,6,medium quality
red wine,0.42,9.1,0.34,1.8,0.057999999999999996,0.55,9.0,18.0,0.99392,3.18,11.4,5,low quality
white wine,0.29,6.0,0.26,1.0,0.032,0.44,27.0,96.0,0.9896,3.38,12.3,6,medium quality
white wine,0.42,6.7,0.31,6.4,0.057,0.45,25.0,148.0,0.9955,3.16,9.6,5,low quality
white wine,0.33,6.7,0.25,2.9,0.057,0.48,52.0,173.0,0.9934,3.02,9.5,7,medium quality
red wine,0.39,6.2,0.44,2.5,0.077,0.69,6.0,14.0,0.99555,3.51,11.0,6,medium quality
white wine,0.27,5.6,0.18,1.7,0.03,0.37,31.0,103.0,0.98892,3.35,12.9,6,medium quality
white wine,0.74,6.7,0.3,5.0,0.038,0.46,35.0,157.0,0.9945,3.21,9.9,5,low quality
white wine,0.47,7.5,0.25,4.1,0.040999999999999995,0.59,95.0,163.0,0.9918399999999999,2.92,11.3,6,medium quality
white wine,0.35,6.1,0.43,9.1,0.059000000000000004,0.5,83.0,249.0,0.9971,3.37,8.5,5,low quality
white wine,0.28,6.2,0.34,7.5,0.034,0.6,40.0,197.0,0.99485,3.14,9.7,5,low quality
white wine,0.26,6.6,0.18,17.3,0.051,0.43,17.0,149.0,0.9984,3.0,9.4,6,medium quality
white wine,0.3,7.4,0.19,1.4,0.057,0.5,33.0,135.0,0.993,3.12,9.6,6,medium quality
white wine,0.42,7.2,0.27,1.6,0.05,0.46,35.0,135.0,0.992,2.94,11.0,6,medium quality
white wine,0.31,6.8,0.22,6.9,0.037000000000000005,0.39,33.0,121.0,0.9917600000000001,3.02,11.9,8,high quality
red wine,0.0,7.0,0.685,1.9,0.099,0.6,9.0,22.0,0.9960600000000001,3.34,9.7,5,low quality
white wine,0.24,7.3,0.26,1.7,0.05,0.43,10.0,112.0,0.9928600000000001,3.11,9.9,5,low quality
white wine,0.24,7.6,0.27,3.8,0.057999999999999996,0.45,19.0,115.0,0.9958,3.15,8.9,5,low quality
white wine,0.24,6.4,0.38,7.2,0.047,0.6,41.0,151.0,0.9960399999999999,3.11,9.2,5,low quality
white wine,0.25,5.8,0.385,3.7,0.031,0.63,38.0,122.0,0.9912799999999999,3.2,11.2,6,medium quality
white wine,0.26,7.4,0.24,1.6,0.057999999999999996,0.5,53.0,150.0,0.9936,3.18,9.9,7,medium quality
red wine,0.47,11.7,0.28,1.7,0.054000000000000006,0.67,17.0,32.0,0.9968600000000001,3.15,10.6,7,medium quality
white wine,0.2,7.0,0.46,16.7,0.046,0.56,50.0,184.0,0.99898,3.08,9.4,5,low quality
white wine,0.52,6.5,0.29,1.7,0.034,0.59,41.0,193.0,0.99223,3.25,10.4,6,medium quality
red wine,0.08,7.5,0.57,2.6,0.08900000000000001,0.59,14.0,27.0,0.99592,3.3,10.4,6,medium quality
red wine,0.4,7.9,0.24,1.6,0.055999999999999994,0.87,11.0,25.0,0.9967,3.32,8.7,6,medium quality
red wine,0.0,5.9,0.44,1.6,0.042,0.85,3.0,11.0,0.9944,3.48,11.7,6,medium quality
white wine,0.27,6.6,0.24,15.8,0.035,0.51,46.0,188.0,0.9982,3.24,9.2,5,low quality
red wine,0.37,10.6,0.83,2.6,0.086,0.52,26.0,70.0,0.9981,3.16,9.9,5,low quality
white wine,0.34,5.8,0.2,1.0,0.035,0.42,40.0,86.0,0.98993,3.5,11.7,5,low quality
white wine,0.36,7.4,0.25,2.05,0.05,0.44,31.0,100.0,0.992,3.19,10.8,6,medium quality
white wine,0.26,5.5,0.34,2.2,0.021,0.49,31.0,119.0,0.98919,3.55,13.0,8,high quality
white wine,0.78,7.5,0.28,12.1,0.040999999999999995,0.44,53.0,161.0,0.9983799999999999,2.98,8.7,5,low quality
red wine,0.54,11.5,0.315,2.1,0.084,0.7,5.0,15.0,0.9987,2.98,9.2,6,medium quality
red wine,0.18,8.9,0.62,3.8,0.17600000000000002,0.88,52.0,145.0,0.9986,3.16,9.2,5,low quality
white wine,0.27,7.1,0.21,8.6,0.055999999999999994,0.52,26.0,111.0,0.9956,2.95,9.5,5,low quality
white wine,0.39,6.4,0.23,1.8,0.032,0.5,23.0,118.0,0.9912,3.32,11.8,6,medium quality
red wine,0.0,6.0,0.49,2.3,0.068,0.59,15.0,33.0,0.99292,3.58,12.5,6,medium quality
white wine,0.07,5.2,0.6,7.0,0.044000000000000004,0.58,33.0,147.0,0.9944,3.33,9.7,5,low quality
white wine,0.3,5.7,0.2,2.5,0.046,0.5,38.0,125.0,0.9927600000000001,3.34,9.9,6,medium quality
red wine,0.2,8.5,0.37,2.8,0.09,0.7,18.0,58.0,0.998,3.34,9.6,6,medium quality
white wine,0.25,6.6,0.12,1.4,0.039,0.45,21.0,131.0,0.9911399999999999,3.2,11.2,7,medium quality
white wine,0.28,7.8,0.27,1.8,0.05,0.44,21.0,127.0,0.9934,3.15,9.9,5,low quality
white wine,0.32,6.6,0.23,1.7,0.024,0.6,26.0,102.0,0.9908399999999999,3.29,11.8,6,medium quality
red wine,0.4,6.4,0.47,2.4,0.071,0.73,8.0,19.0,0.9963,3.56,10.6,6,medium quality
white wine,0.32,6.1,0.24,9.0,0.031,0.26,41.0,134.0,0.99234,3.25,12.3,7,medium quality
white wine,0.28,6.7,0.54,5.4,0.06,0.37,21.0,105.0,0.9949,3.27,9.0,5,low quality
white wine,0.3,6.8,0.15,5.3,0.05,0.39,40.0,127.0,0.9942,3.4,9.7,6,medium quality
white wine,0.16,6.2,0.32,7.0,0.045,0.47,30.0,136.0,0.9949,3.18,9.6,6,medium quality
white wine,0.27,6.2,0.24,16.8,0.04,0.38,48.0,129.0,0.9969100000000001,3.23,10.5,6,medium quality
white wine,0.46,6.6,0.4,6.2,0.055999999999999994,0.6,42.0,241.0,0.9968,3.5,9.9,5,low quality
white wine,0.26,7.8,0.19,8.9,0.039,0.46,42.0,182.0,0.996,3.18,9.9,6,medium quality
red wine,0.0,7.1,0.72,1.8,0.12300000000000001,0.58,6.0,14.0,0.9962700000000001,3.45,9.8,5,low quality
white wine,0.28,6.0,0.25,2.2,0.026000000000000002,0.65,54.0,126.0,0.9898,3.43,12.9,8,high quality
white wine,0.32,8.0,0.28,7.6,0.045,0.55,61.0,204.0,0.9954299999999999,3.1,10.1,6,medium quality
white wine,0.23,6.5,0.32,8.5,0.051,0.42,20.0,138.0,0.9943,3.03,10.7,5,low quality
red wine,0.21,8.2,0.73,1.7,0.07400000000000001,0.52,5.0,13.0,0.9968,3.2,9.5,5,low quality
white wine,0.39,8.0,0.57,3.9,0.034,0.67,22.0,122.0,0.9917,3.29,12.8,7,medium quality
white wine,0.3,6.6,0.17,1.1,0.031,0.58,13.0,73.0,0.99095,3.17,11.0,6,medium quality
red wine,0.21,7.9,0.69,2.1,0.08,0.51,33.0,141.0,0.9962,3.25,9.9,5,low quality
red wine,0.31,8.9,0.32,2.0,0.08800000000000001,0.55,12.0,19.0,0.9957,3.17,10.4,6,medium quality
white wine,0.33,6.7,0.22,1.2,0.036000000000000004,0.76,36.0,86.0,0.9905799999999999,3.1,11.4,6,medium quality
white wine,0.52,7.6,0.31,13.2,0.042,0.47,61.0,148.0,0.99839,2.98,9.1,6,medium quality
white wine,0.38,7.5,0.15,1.8,0.054000000000000006,0.44,19.0,101.0,0.9946,3.24,10.0,5,low quality
red wine,0.3,8.7,0.48,2.8,0.066,0.67,10.0,28.0,0.9964,3.33,11.2,7,medium quality
white wine,0.34,6.0,0.43,7.6,0.045,0.37,25.0,118.0,0.9922200000000001,3.03,11.0,6,medium quality
red wine,0.14,7.0,0.5,1.8,0.078,0.61,10.0,23.0,0.99636,3.53,10.4,5,low quality
red wine,0.02,6.6,0.58,2.0,0.062,0.76,37.0,53.0,0.99374,3.35,11.6,7,medium quality
white wine,0.35,8.4,0.32,11.7,0.028999999999999998,0.34,3.0,46.0,0.99439,3.02,11.8,6,medium quality
white wine,0.34,6.8,0.26,15.1,0.06,0.52,42.0,162.0,0.99705,3.24,10.5,3,low quality
white wine,0.29,6.7,0.26,7.1,0.036000000000000004,0.36,28.0,100.0,0.99534,3.08,9.3,6,medium quality
red wine,0.01,7.8,0.815,2.6,0.07400000000000001,0.62,48.0,90.0,0.99621,3.38,10.8,5,low quality
white wine,0.28,6.6,0.28,8.5,0.052000000000000005,0.55,55.0,211.0,0.9962,3.09,8.9,6,medium quality
white wine,0.24,6.3,0.3,6.6,0.04,0.47,38.0,141.0,0.995,3.22,9.5,5,low quality
red wine,0.18,7.1,0.65,1.8,0.07,0.6,13.0,40.0,0.997,3.44,9.1,5,low quality
white wine,0.27,5.6,0.26,10.6,0.03,0.34,27.0,119.0,0.9947,3.4,10.7,7,medium quality
white wine,0.28,6.4,0.35,1.6,0.037000000000000005,0.4,31.0,113.0,0.98779,3.12,14.2,7,medium quality
red wine,0.29,8.3,0.76,4.2,0.075,0.68,12.0,16.0,0.9965,3.45,11.5,6,medium quality
red wine,0.35,10.1,0.31,1.6,0.075,0.83,9.0,28.0,0.99672,3.24,11.2,7,medium quality
white wine,0.32,6.4,0.24,0.95,0.040999999999999995,0.35,23.0,131.0,0.9903299999999999,3.25,11.8,5,low quality
red wine,0.28,9.6,0.88,2.4,0.086,0.53,30.0,147.0,0.9979,3.24,9.4,5,low quality
white wine,0.33,6.3,0.23,6.9,0.052000000000000005,0.46,23.0,118.0,0.9938,3.23,10.4,6,medium quality
white wine,0.26,5.9,0.445,1.4,0.027000000000000003,0.36,23.0,109.0,0.9914799999999999,3.3,10.5,6,medium quality
white wine,0.2,6.2,0.3,6.6,0.045,0.45,42.0,170.0,0.9944,3.36,10.4,6,medium quality
white wine,0.22,6.4,0.46,14.7,0.047,0.6,51.0,183.0,0.998275,3.39,10.5,5,low quality
red wine,0.18,8.5,0.585,2.1,0.078,0.48,5.0,30.0,0.9967,3.2,9.8,6,medium quality
red wine,0.0,6.6,0.58,2.2,0.1,0.68,50.0,63.0,0.99544,3.59,11.4,6,medium quality
white wine,0.37,7.1,0.26,5.5,0.025,0.33,31.0,105.0,0.99082,3.06,12.6,8,high quality
red wine,0.23,8.0,0.57,3.2,0.073,0.57,17.0,119.0,0.99675,3.26,9.3,5,low quality
white wine,0.32,7.8,0.24,12.2,0.054000000000000006,0.54,42.0,138.0,0.9984,3.01,8.8,5,low quality
white wine,0.35,7.0,0.24,1.0,0.032,0.37,42.0,104.0,0.98988,3.16,11.7,7,medium quality
white wine,0.15,6.0,0.27,1.5,0.055999999999999994,0.45,35.0,128.0,0.9936,3.12,8.8,5,low quality
red wine,0.0,7.2,0.835,2.0,0.166,0.52,4.0,11.0,0.99608,3.39,10.0,5,low quality
white wine,0.49,7.3,0.21,1.8,0.038,0.44,44.0,152.0,0.9912,3.32,12.6,7,medium quality
red wine,0.51,10.5,0.28,1.7,0.08,0.89,10.0,24.0,0.9982,3.2,9.4,6,medium quality
white wine,0.28,7.9,0.14,1.8,0.040999999999999995,0.43,44.0,178.0,0.9954,3.45,9.2,6,medium quality
white wine,0.63,7.7,0.28,11.1,0.039,0.44,58.0,179.0,0.9979,3.08,8.8,4,low quality
white wine,0.27,5.5,0.19,0.9,0.04,0.39,52.0,103.0,0.99026,3.5,11.2,5,low quality
white wine,0.29,7.3,0.29,4.6,0.028999999999999998,0.26,27.0,155.0,0.9931,3.07,10.6,6,medium quality
red wine,0.49,10.4,0.61,2.1,0.2,0.63,5.0,16.0,0.9994,3.16,8.4,3,low quality
red wine,0.42,7.8,0.39,2.0,0.086,0.66,9.0,21.0,0.99526,3.39,11.6,6,medium quality
red wine,0.1,8.4,0.39,1.7,0.075,0.43,6.0,25.0,0.9958100000000001,3.09,9.7,6,medium quality
red wine,0.32,8.0,0.77,2.1,0.079,0.5,16.0,74.0,0.99656,3.27,9.8,6,medium quality
white wine,0.06,6.4,0.475,1.0,0.03,0.29,9.0,131.0,0.9904,2.97,10.8,5,low quality
white wine,0.18,7.2,0.29,8.2,0.042,0.49,41.0,180.0,0.99644,3.16,9.1,5,low quality
white wine,0.49,7.5,0.19,1.8,0.055,0.44,19.0,110.0,0.9946,3.33,9.9,5,low quality
white wine,0.28,8.0,0.23,2.7,0.048,0.72,49.0,165.0,0.9952,3.26,9.5,6,medium quality
white wine,0.26,6.8,0.46,2.7,0.042,0.51,28.0,83.0,0.9911399999999999,3.38,12.0,8,high quality
white wine,0.35,6.2,0.355,2.0,0.046,0.46,31.0,95.0,0.9882200000000001,3.06,13.6,6,medium quality
white wine,0.2,5.8,0.32,2.6,0.027000000000000003,0.78,17.0,123.0,0.98936,3.36,13.9,7,medium quality
red wine,0.05,7.4,0.62,1.9,0.068,0.57,24.0,42.0,0.9961,3.42,11.5,6,medium quality
white wine,0.32,7.6,0.26,1.3,0.048,0.46,23.0,76.0,0.9903,2.96,12.0,6,medium quality
white wine,0.38,8.6,0.16,3.4,0.04,0.39,41.0,143.0,0.9932,2.95,10.2,6,medium quality
red wine,0.48,8.1,0.38,1.8,0.157,1.05,5.0,17.0,0.9976,3.3,9.4,5,low quality
red wine,0.27,9.5,0.57,2.3,0.08199999999999999,0.55,23.0,144.0,0.99782,3.27,9.4,5,low quality
white wine,0.29,6.0,0.21,13.1,0.042,0.45,28.0,125.0,0.99936,3.39,8.6,5,low quality
white wine,0.41,7.1,0.2,2.1,0.054000000000000006,0.62,24.0,166.0,0.9948,3.48,10.5,6,medium quality
